screen_name	name	id	location	created_at	full_text
GlennClarkRadio	Glenn Clark	204774888	Baltimore	2020-11-09 16:07:29	.@EvanWashburn: "It's going to be like old school #Ravens team, the defense is good, the offense is going to be up &amp; down. There are going to be games that are 10-7, &amp; there are going to be games where the team puts up 40 pts and Lamar looks like an MVP...Last yr was an outlier"
Yoshi2052	KingMoose	344130534		2020-11-09 16:05:41	#Ravens O snaps by drive. Only obvious personnel change from H1 to H2 is Ricard: 4 of 26 H1 snaps (15%) 13 of first 32 snaps in H2 (41%)  Dez with 2 snaps in the "scripted" plays  Despite INT on target last week, Proche still gets a 3rd down snap  #RavensFlock https://t.co/TPuxuhk3DW
GlennClarkRadio	Glenn Clark	204774888	Baltimore	2020-11-09 16:05:15	.@EvanWashburn on the #Ravens offensive line struggles yesterday: "I'd go maybe 70 percent the #Colts are really good up front and maybe 30-35 percent the #Ravens are going to have, I wouldn't say an ailment, but a little bit of a concern up front."
GlennClarkRadio	Glenn Clark	204774888	Baltimore	2020-11-09 16:04:19	We're LIVE at https://t.co/nhGXcvfdI0 and on video at https://t.co/dO8KarVNLR with @EvanWashburn as he talks about the #Ravens performance. Listen!
TheColtsWire	TheColtsWire	841659097036521473	Indianapolis, IN	2020-11-09 15:57:26	Top PFF grades from #Colts' 24-10 loss to #Ravens https://t.co/Q3aqD8WBB4
GlennClarkRadio	Glenn Clark	204774888	Baltimore	2020-11-09 15:56:50	.@StaceyDales "[Dez is] really, really grateful...I'm...glad it's w the #Ravens...He's in the right hands...A guy like that who plays w the passion &amp; conviction that he does...if he can stay injury free, I think he's a guy that Lamar can go to in the endzone &amp; win a 50-50 ball"
upstractcom	Upstract News	2373909360		2020-11-09 15:56:29	Colts' trade for DeForest Buckner has paid immediate dividends, here's how deal came together #theravenscolts360 #cbs #indianapoliscoltshow #sportsbaltimoreravens #dezbryant #ravens https://t.co/lWk99brRkB
doobleblooble	JamaicaJanSunPrincess.jpg	1319491738541740032		2020-11-09 15:53:32	Proud of my #Ravens for their ability to win when behind at the half. Congratulations! Great confidence booster!
Fast00eddie	Fast Eddie	279096310	da WINDY CITY/CHI-TOWN	2020-11-09 15:50:58	No practice, No Ronnie Stanley, No Lj Fort, No Marlon Humphreys  No Calais Campbell (lost on 1st series) No Problem. #Ravens beat #Colts 24-10 Lamar goes for 19/23 170yds, 56rush yds 1TD &amp; zero turnovers  Nice rebound LJ  #RavensFlock
ESPNMorningRush	The Morning Rush	1156096105823817728	Cumberland, MD	2020-11-09 15:50:35	TODAY'S RUSH IS ONLINE! @RushTonyC recaps wins by the #Steelers and #Ravens, and a loss by @WashingtonNFL. Tony looks at the playoff pairings in WV high school football, and runs down what has to happen for some teams to play since the rules keep changing. https://t.co/WWnZX7ogyX
AdamNessel	Adam Nessel	165970516	Illinois, USA	2020-11-09 15:50:01	Mark Andrews has now scored less than 7 DK Pts in 5/8 games (62.5%).  Last season, he only had 5 games (33.3%) total with fewer than 7 DK Pts.  #Ravens
GlennClarkRadio	Glenn Clark	204774888	Baltimore	2020-11-09 15:48:07	.@StaceyDales: "If I'm a #Ravens fan, I'm super pumped...you just went into Indianapolis a you just beat one of the best darn defenses in football...I would be incredibly impressed if I was a #Ravens fan...They completely controlled the game in all 3 phases."
GlennClarkRadio	Glenn Clark	204774888	Baltimore	2020-11-09 15:46:41	.@StaceyDales on the #Ravens: "I think we take for granted teams that know how to win...You can look at the adjustment, you can look at up-tempo [approach], but to me, that was a collective effort."
GlennClarkRadio	Glenn Clark	204774888	Baltimore	2020-11-09 15:45:31	We;re LIVE at https://t.co/nhGXcvfdI0 and on video at https://t.co/dO8KarVNLR with @StaceyDales as she talks about the #Ravens win against the #Colts. Listen!
LimaCharlie88	Lima Charlie🗣	1071026269272322048	🦀	2020-11-09 15:43:56	#Ravens vs #Colts biggest plays in terms of EPA  1. QTR 1/ DWN 1/ YTG 10 FFB Peters Rtd by Clark for TD  -10.3 EPA - IND  2. QTR 3/ DWN 1/ YTG 3(Goal) FFB Buckner Rcvd by Leonard -7.4 EPA - BAL  3. QTR 4/ DWN 4/ YTG 1 Rivers inc pass/ Judon pressure -3.6 EPA -IND  #RavensFlock
DraftHistory	Chris Malumphy	35198224		2020-11-09 15:42:41	Antonio Brown was the 4th most productive receiver &amp; only loser named Brown in Week 9.  Team Name Trgts-Rec, Yds, TD #Titans A.J. Brown 9-4, 101, 1 #Bills John Brown 11-8, 99, 0 #Ravens Marquise Brown 5-3, 38, 0 #Buccaneers Antonio Brown 5-3, 31, 0 #Texans Pharaoh Brown 1-0, 0, 0
Sports_Chic2	Sports is my thing	510618861	Corona, CA	2020-11-09 15:40:14	Dez Bryant: “Seeing the game up close versus just watching it on TV, I felt my competitive spirit come back alive.” #Ravens
Sports_Chic2	Sports is my thing	510618861	Corona, CA	2020-11-09 15:39:16	Dez Bryant: "“It’s surreal — just being back in the locker room, just being on the sideline, just being here with these guys".  #Ravens
devpanchwagh	Dev Panchwagh	61259122		2020-11-09 15:38:44	The #Ravens defense is the best in football. They stifled Indy on the road without Campbell &amp; Humphrey. They were able to overcome injuries to Fort &amp; the practice issues all week. It's been the story all year. They've been good against everyone aside from KC. #RavensFlock
Sports_Chic2	Sports is my thing	510618861	Corona, CA	2020-11-09 15:32:23	Dez Bryant wasn't the difference-maker we thought he would be on Sunday....  But he was glad to be back on the field. #Ravens
TheColtsWire	TheColtsWire	841659097036521473	Indianapolis, IN	2020-11-09 15:26:29	#Colts' snap counts from Week 9 loss to #Ravens https://t.co/CcsGIg2BJP
sportsseller58	Sportsseller58	1264204567279030272		2020-11-09 15:25:16	Check out 2020 Panini Mosaic Patrick Queen #249 RC Rookie Ravens Lot (2) https://t.co/1HWTgyajDf ⁦@eBay⁩ #thehobby #RavensFlock #Ravens #sportscards #footballcards
LimaCharlie88	Lima Charlie🗣	1071026269272322048	🦀	2020-11-09 15:17:51	The #Ravens on early downs (1&amp;2) vs the #Colts   Rush: 26 plays for -0.33 EPA/play  Pass: 23 plays for 0.29 EPA/play   #RavensFlock
SmolaDS	Jared Smola	2264500734	Rochester, NY	2020-11-09 15:16:48	#Ravens Week 9 TE route rates:  Nick Boyle - 60% Mark Andrews - 57%
Fast00eddie	Fast Eddie	279096310	da WINDY CITY/CHI-TOWN	2020-11-09 15:15:47	Lamar Jackson, a MVP &amp;has a 30-5 record,for da 6-2 #Ravens was ripped, torn apart&amp; doubted 4a bad game last wk Brady plays awful &amp;Wilson 4 turnovers &amp;both lose &amp; media outlets say- "Its just 1bad game" Can u say hypocrites?  LJ this wk- gets W 24-10, 1TD, zero TOs #RavensFlock
NflNet	NFLSuperBowlTicketsNet	1064186807762468864		2020-11-09 15:15:07	A real pickup for you! https://t.co/tIEjuh7o9O #superbowl #superbowlliii #superbowl53 #superbowltickets #nfl #nflplayoffs #nflnaespn #broncos #rams #49ers #chiefs #redskins #falcons #dolphins #jets #oilers #cardinals #ravens #panthers #bengals #texans #colts #jaguars #buccaneers https://t.co/E6OX0MyJjc
gabefergy	Gabe	47191887	Los Angeles, CA	2020-11-09 15:12:51	The #Ravens offense made some important adjustments at halftime https://t.co/aVCQBDLwsr
cliffWISH8	Charlie Clifford	362021910		2020-11-09 15:06:08	This is important to note. John Harbaugh on #Ravens D vs. #Colts  “I thought Don Martindale called one of his very best games....He was kind of going at it with Coach Reich and their offense over there and Philip Rivers, so he called a heck of a game maybe one of his best ever.”
GlennClarkRadio	Glenn Clark	204774888	Baltimore	2020-11-09 15:02:20	We're LIVE at https://t.co/nhGXcvfdI0 and on video at https://t.co/dO8KarVNLR. At 10:40, @StaceyDales talks #Ravens-#Colts. At 11, @EvanWashburn. At 11:30, @JeremyConn1057. Listen in!
capitaltix	Capital City Tickets	278275748	Charlotte, NC	2020-11-09 14:50:07	Buy Discount Houston #Texans Tickets vs. Indianapolis Colts, Jacksonville Jaguars, Tennessee #Titans, Baltimore #Ravens, and Minnesota Vikings https://t.co/BP6vAGIvNH
SonnieBlack973	Black Sand's Ryu	191485736	New Jerz! 	2020-11-09 14:47:07	@Willie_Snead4G At this point thats what I take from it. They truly don't want the squad to succeed #Ravens
GlennClarkRadio	Glenn Clark	204774888	Baltimore	2020-11-09 14:42:17	It is Monday, so you know the drill. We pass out some #PatsOnTheAss for the #Ravens' win over the #Colts. Pick five Ravens-two MUST be offensive players, two MUST be defensive players, fifth whoever you'd like. Rank them 5-1 with 1 being your "Raven of the game." Who ya got?
JaySOLE_DMV	J.x2 ♏️ #RavensFlock	3433502734	D.[M].V ✈️ GA	2020-11-09 14:41:12	I need a Calais Campbell update today! #Ravens #RavensFlock
AmmonsCecil	Cecil Ammons	1324430233412448256		2020-11-09 14:37:41	The Ravens offense looked sus in the first half. Here is my breakdown on the Ravens game yesterday against the Colts. Do you think Greg Roman's play calling is the issue with the Ravens offense? I don't https://t.co/eL6j4LEpEi #RavensFlock  #BALvsIND  #Ravens #ravensnation  #NFL
the_sportspulse	The Sports Pulse	897892354581028864	Greenbelt, MD	2020-11-09 14:35:09	A big win for the @Ravens against the @Colts!  Story by @cribbs_arthur: https://t.co/JNPjh5aDN0  Courtesy photo  @Jose_M_Umana @Broookksss @NFL #RavensFlock #SportsNews  #thesportspulse #Ravens #ravensnation https://t.co/cPLhHOx5s5
NflNet	NFLSuperBowlTicketsNet	1064186807762468864		2020-11-09 14:34:47	How beautiful is that? https://t.co/tIEjuh7o9O #superbowl #superbowlliii #superbowl53 #superbowltickets #nfl #nflplayoffs #nflnaespn #broncos #rams #49ers #chiefs #redskins #falcons #dolphins #jets #oilers #cardinals #ravens #panthers #bengals #texans #colts #jaguars #buccaneers https://t.co/lHBLB2LzIZ
DVERADIO	102.5 WDVE	19196807	Da' Burgh	2020-11-09 14:33:12	Enter for a chance to see the #Steelers take on the #Ravens on Thanksgiving at #HeinzField.  ENTER -&gt; https://t.co/fnRFnfVrjO
WBALPete	Pete Gilbert	28663822	Baltimore, MD	2020-11-09 14:27:27	Nothing screams Pats-NYJ rivalry like a photo of the Flacco led Jets. But for #Ravens fans doing scouting, you get to cheer hard for 5 again https://t.co/jrs9ggHt9Z
MattBowen41	Matt Bowen	16435731	Chicago	2020-11-09 14:27:13	Going through Lamar Jackson’s tape vs. IND...  Much more efficient in the 2nd half. Heavily defined concepts — play-action, middle of the field throws.   Crossers, in-breakers, Hi-Lo.   Lamar on PA in the 2nd half = 8-of-10 passing, 13.13 YPA.   @NFLMatchup #Ravens #Colts https://t.co/o0A7oUmWYY
WWSRN_Radio	World Wide Sports Radio Network	3388375456	Long Island, NY	2020-11-09 14:20:16	Baltimore Ravens QB Lamar Jackson (25-5) ties Dan Marino for best start by quarterback  https://t.co/XzAJSMuNhY  #nfl #nflnews #nflseason #football #ravens #ravensnation #ravensflock #ravensfans #ravensgame #lamarjackson #danmarino #dolphins #dolphinsfootball #dolphinsnation
ReinaldoAbrahan	Reinaldo Abrahante	406313189	Miami, FL, USA	2020-11-09 14:18:42	#Ravens defense stays strong vs. #Colts despite coronavirus scare, injuries: ‘Everything just clicked naturally’ https://t.co/F0MOOcZk1u
toddkarpovich	Todd Karpovich	65010855	Towson, MD	2020-11-09 14:11:58	The #Ravens made a surprise move by promoting Dez Bryant from the practice squad for the Week 9 game against the Colts. While Bryant did not get a target in his two snaps, he was just grateful to be back on the field. #RavensFlock  https://t.co/k5YemhTMAQ
DigsiesPicks	Digsies Picks	3024410271	New York, USA	2020-11-09 14:11:13	CASH IT!!! #NFL   4-1 +3.91 Unit NFL Sunday   #Ravens ML (2U) 💰 #Giants +3 💰 #Panthers +10 💰 #Saints +4 💰 #Chargers +1 ❌  6-1 +6.91 Unit #NFLPicks This Week  12-9 +4.65 Units AS This Week  First week of November is 💰 Opening up VIP. $50 Rest of NOV.  https://t.co/8SbhVm7edw
TheMaj_NFL	𝐓𝐇𝐄 𝐌𝐀𝐉 | 𝐍𝐘𝐆 | 𝐍𝐅𝐋 | 𝐅𝐀𝐍𝐓𝐀𝐒𝐘	910181540168110080	New Jersey, USA	2020-11-09 14:00:31	I’m sorry but sometimes you just have to trust your eyes, at no point does this look like an interception. #Colts #Ravens https://t.co/sOvN5pcKlj
BaltBizOnline	Baltimore Business	15794057	Baltimore	2020-11-09 14:00:12	America reacts to the #election call. President-elect #Biden lays out his priorities, while #Trump refuses to concede. Also, the #Ravens set another #NFL record this weekend, and good news this morning on the #coronavirus #vaccine front.    #Md #Baltimore​ https://t.co/wOJNvewSga
ColeJacksonRSR	Cole Jackson	768851986141720576	Ottawa, Ontario	2020-11-09 13:57:12	So, what was the difference in H1 and H2 yesterday for the #Ravens?  Execution.  It is, and has been, the biggest issue with this team. The play calling (and play design FWIW) was all similar, but they executed and removed the unforced errors.  #RavensFlock
PressBoxOnline	PressBox	23316498	Baltimore, MD	2020-11-09 13:55:06	Reaction to the #Ravens' 24-10 win against the Colts: https://t.co/eYW0MgLn63
TribSports	Tribune-ReviewSports	309412866	Pittsburgh	2020-11-09 13:45:00	#Ravens Lamar Jackson turned up the tempo in the second half Sunday and then went right back to work breaking records.  https://t.co/5SDfF5OMxb
CharmCityOs9482	Shawn Ambrose	1216400891575775239	Baltimore Maryland	2020-11-09 13:43:06	@iandschultz It sounds like what you're saying is despite the national media acting like the sky is falling in Baltimore that the #Ravens are pretty good, shocking #RavensFlock
bsmolka	Bo Smolka	36724078	Baltimore, MD	2020-11-09 13:42:30	#Ravens DB snap counts vs. Colts: Smith, Peters, Clark, Elliott all 68; Bonds 59, Levine 6   Peters w/ forced fumble returned for TD by Clark and then INT.  Elliott w/shoulder hit that KO'd Colts TE Jack Doyle (concussion).   Bonds fills nickel role w/Humphrey sidelined.
bsmolka	Bo Smolka	36724078	Baltimore, MD	2020-11-09 13:37:18	#Ravens ILB snap counts: Queen 58 of 68, Board 35, Harrison 33, Welch 0 (except spec teams).  Career-high workload for Board, helping fill in for injured L.J. Fort.   Harrison records season-best six tackles
TheMattWise	Matt Wise	2178995913	Maryland, USA	2020-11-09 13:35:49	With every week that passes, I feel better &amp; better about this tweet.  The #Ravens defense has had some ups &amp; downs, but it certainly looks like a defense that could win the team some big games down the stretch.  #RavensFlock https://t.co/2JQND1wHz2
bsmolka	Bo Smolka	36724078	Baltimore, MD	2020-11-09 13:33:23	#Ravens OLB snap counts: Judon 53 (of 68), McPhee 33, Ferguson 18, Bowser 15.  Judon leads team w/season-high 7 tackles and had both QB hits on Rivers, including fourth-down play  that fell incomplete.  Season-low for Bowser
CBSLocalSports	CBS Local Sports	339734051		2020-11-09 13:30:01	The #Ravens broke the #Broncos record for most consecutive games with 20 or more points. https://t.co/BZYUMEuLHB
bsmolka	Bo Smolka	36724078	Baltimore, MD	2020-11-09 13:29:22	#Ravens DL snap counts vs. Colts: Wolfe 51 (of 68), Ngakoue 45, Williams 27, Madubuike 24, Ellis 16, Campbell 3.  Campbell leaves early w/calf strain. Madubuike career-best 5 tackles
AaronKazreports	Aaron Kasinitz	582977282	Baltimore, MD	2020-11-09 13:27:20	We've got a bunch of notes on the #Ravens' snap totals for you right here: https://t.co/9KOz5zTOB7
bsmolka	Bo Smolka	36724078	Baltimore, MD	2020-11-09 13:25:41	#Ravens OL snap counts vs Colts: Brown, Bozeman, Skura, Mekari, Fluker all played all 64. Powers 5 in jumbo sets.  Colts D-line got the better of this group, especially early. Skura dealt with a cut on his thumb that affected his snaps.
bsmolka	Bo Smolka	36724078	Baltimore, MD	2020-11-09 13:17:27	#Ravens WR snap counts: Brown 55 (of 64), Snead 34, Duvernay 26, Boykin 23, Bryant 2, Proche 1.  A week after publicly griping about lack of action, Brown (3-38) ties for team high w/5 targets.   Season-low for Boykin; Bryant plays 2 snaps in first action since 12/31/17
SmolaDS	Jared Smola	2264500734	Rochester, NY	2020-11-09 13:16:25	#Ravens Week 9 RB snap rates:  J.K. Dobbins - 56% Gus Edwards - 38% https://t.co/tktTqcOISK
bsmolka	Bo Smolka	36724078	Baltimore, MD	2020-11-09 13:13:09	Diving into the #Ravens snap counts after their 24-10 win over the Colts:  RB snap counts: Dobbins 36 (of 64), Edwards 24, Hill 3.   Tough sledding for RBs - 53 yards on 23 carries. Harbaugh went right back to Edwards despite fumble.  No touches yet this year for Hill
